"id","url_id","company_id","region_id","name","locality","street_address","suite","city","county","state_code","zip","country","store_number","phone","orders_count","audits_count","latitude","longitude","active","created_at","updated_at"
"20","_NA_","31","0","Kroger","_NA_","1205 Cleveland Hwy","_NA_","Dalton","_NA_","GA","30721","US","265 ","_NA_","0","1","34.791999817","-84.96379852","1","2015-04-10 02:33:25","2016-07-20 00:01:29"
"21","_NA_","31","0","Kroger","_NA_","6199 Highway 92","_NA_","Acworth","_NA_","GA","30102","US","_NA_","_NA_","0","0","34.090400696","-84.58519745","1","2014-12-10 02:52:55","2016-07-20 00:01:29"
"22","_NA_","31","0","Kroger","_NA_","51 N Morningside Dr","_NA_","Cartersville","_NA_","GA","30121","US","_NA_","_NA_","0","0","34.168800354","-84.78649902","1","2014-12-10 02:52:57","2016-07-20 00:01:29"
"23","_NA_","31","0","Kroger","_NA_","4115 Columbia Rd","_NA_","Martinez","_NA_","GA","30907","US","","_NA_","0","1","33.508998871","-82.10810089","1","2016-04-12 19:32:27","2016-07-20 00:01:29"
"24","_NA_","31","0","Kroger","_NA_","725 Ponce De Leon Ave Ne","_NA_","Atlanta","_NA_","GA","30306","US","","_NA_","0","1","33.771701813","-84.36340332","1","2016-03-30 17:22:57","2016-07-20 00:01:29"
"25","_NA_","31","0","Kroger","_NA_","1700 Monroe Dr Ne","_NA_","Atlanta","_NA_","GA","30324","US","","_NA_","0","1","33.800498962","-84.3730011","1","2016-03-15 15:41:02","2016-07-20 00:01:29"
"26","_NA_","31","0","Kroger","_NA_","3479 Memorial Dr","_NA_","Decatur","_NA_","GA","30032","US","_NA_","_NA_","0","0","33.751998901","-84.26940155","1","2014-12-10 02:52:58","2016-07-20 00:01:29"
"27","_NA_","31","0","Kroger","_NA_","501 15th Street","_NA_","Augusta","_NA_","GA","30901","US","","_NA_","0","1","33.478199005","-81.98760223","1","2016-04-15 15:19:57","2016-07-20 00:01:29"
"28","_NA_","31","0","Kroger","_NA_","1401 S Gilmer Ave","_NA_","Lanett","_NA_","AL","36863","US","","_NA_","0","0","32.855800629","-85.19090271","1","2015-02-02 02:46:03","2016-07-20 00:01:29"
"29","_NA_","31","0","Kroger","_NA_","8331 Roswell Rd","_NA_","Atlanta","_NA_","GA","30350","US","_NA_","_NA_","0","0","33.982700348","-84.34809875","1","2014-12-10 02:52:59","2016-07-20 00:01:29"
"30","_NA_","31","0","Kroger","_NA_","134 Banks Xing","_NA_","Fayetteville","_NA_","GA","30214","US","_NA_","_NA_","0","0","33.469100952","-84.44889832","1","2014-12-10 02:52:59","2016-07-20 00:01:29"
"31","_NA_","31","0","Kroger","_NA_","2205 Lavista Rd Ne","_NA_","Atlanta","_NA_","GA","30329","US","","_NA_","0","1","33.815601349","-84.31369781","1","2016-03-12 20:29:20","2016-07-20 00:01:29"
"32","_NA_","31","0","Kroger","_NA_","7125 Ga Highway 85","_NA_","Riverdale","_NA_","GA","30274","US","_NA_","_NA_","0","0","33.560501099","-84.41600037","1","2014-12-10 02:53:01","2016-07-20 00:01:29"
"33","_NA_","31","0","Kroger","_NA_","1745 Ga-138 Se","_NA_","Conyers","_NA_","GA","30013","US","_NA_","_NA_","0","0","33.643901825","-84.01689911","1","2014-12-10 02:53:01","2016-07-20 00:01:29"
"34","_NA_","31","0","Kroger","_NA_","2090 Dunwoody Club Dr","_NA_","Atlanta","_NA_","GA","30350","US","","_NA_","0","1","33.963199615","-84.30899811","1","2016-03-22 19:35:26","2016-07-20 00:01:29"
"35","_NA_","31","0","Kroger","_NA_","660 North Ave","_NA_","Macon","_NA_","GA","31211","US","328","_NA_","0","1","32.850700378","-83.62619781","1","2015-04-09 20:46:03","2016-07-20 00:01:29"
"36","_NA_","31","0","Kroger","_NA_","1122 Powers Ferry Rd Se","_NA_","Marietta","_NA_","GA","30067","US","_NA_","_NA_","0","0","33.923000336","-84.46990204","1","2014-12-10 02:53:03","2016-07-20 00:01:29"
"37","_NA_","31","0","Kroger","_NA_","4880 Lower Roswell Rd","_NA_","Marietta","_NA_","GA","30068","US","","_NA_","0","1","33.964801788","-84.41010284","1","2016-03-19 15:21:27","2016-07-20 00:01:29"
"38","_NA_","31","0","Kroger","_NA_","203 Commerce Ave Ste A","_NA_","Lagrange","_NA_","GA","30241","US","_NA_","_NA_","0","0","33.050701141","-85.021698","1","2014-12-10 02:53:04","2016-07-20 00:01:29"
"39","_NA_","31","0","Kroger","_NA_","3000 Old Alabama Rd","_NA_","Alpharetta","_NA_","GA","30022","US","","_NA_","0","1","34.022701263","-84.27130127","1","2016-03-22 15:24:15","2016-07-20 00:01:29"
"40","_NA_","31","0","Kroger","_NA_","1715 Howell Mill Rd Nw","_NA_","Atlanta","_NA_","GA","30318","US","","_NA_","0","1","33.800998688","-84.415802","1","2016-03-24 15:24:40","2016-07-20 00:01:29"
"41","_NA_","31","0","Kroger","_NA_","4920 Roswell Rd","_NA_","Atlanta","_NA_","GA","30342","US","","_NA_","0","1","33.888500214","-84.38240051","1","2016-03-18 15:22:57","2016-07-20 00:01:29"
"42","_NA_","31","0","Kroger","_NA_","455 Grayson Hwy","_NA_","Lawrenceville","_NA_","GA","30046","US","_NA_","_NA_","0","0","33.938598633","-83.98300171","1","2014-12-10 02:53:06","2016-07-20 00:01:29"
"43","_NA_","31","0","Kroger","_NA_","1232 S Hairston Rd","_NA_","Stone Mountain","_NA_","GA","30088","US","_NA_","_NA_","0","0","33.759498596","-84.19490051","1","2014-12-10 02:53:06","2016-07-20 00:01:29"
"44","_NA_","31","0","Kroger","_NA_","4650 Forsyth Rd","_NA_","Macon","_NA_","GA","31210","US","_NA_","_NA_","0","0","32.873401642","-83.70999908","1","2014-12-10 02:53:07","2016-07-20 00:01:29"
"45","_NA_","31","0","Kroger","_NA_","3600 Dallas Hwy Sw","_NA_","Marietta","_NA_","GA","30064","US","_NA_","_NA_","0","0","33.955200195","-84.65619659","1","2014-12-10 02:53:07","2016-07-20 00:01:29"
"46","_NA_","31","0","Kroger","_NA_","1605 Buford Hwy","_NA_","Buford","_NA_","GA","30518","US","_NA_","_NA_","0","0","34.097198486","-84.00980377","1","2014-12-10 02:53:07","2016-07-20 00:01:29"
"47","_NA_","31","0","Kroger","_NA_","48 Bullsboro Dr","_NA_","Newnan","_NA_","GA","30263","US","_NA_","_NA_","0","0","33.384700775","-84.78780365","1","2014-12-10 02:53:08","2016-07-20 00:01:29"
"48","_NA_","31","0","Kroger","_NA_","2685 Metropolitan Pkwy Sw","_NA_","Atlanta","_NA_","GA","30315","US","_NA_","_NA_","0","0","33.681999207","-84.40910339","1","2014-12-10 02:53:08","2016-07-20 00:01:29"
"49","_NA_","31","0","Kroger","_NA_","3595 Canton Rd","_NA_","Marietta","_NA_","GA","30066","US","_NA_","_NA_","0","0","34.038799286","-84.52890015","1","2014-12-10 02:53:08","2016-07-20 00:01:29"
"50","_NA_","31","0","Kroger","_NA_","3251 Highway 5","_NA_","Douglasville","_NA_","GA","30135","US","_NA_","_NA_","0","0","33.719200134","-84.76629639","1","2014-12-10 02:53:08","2016-07-20 00:01:29"
"51","_NA_","31","0","Kroger","_NA_","1355 S Park St","_NA_","Carrollton","_NA_","GA","30117","US","_NA_","_NA_","0","0","33.554100037","-85.07350159","1","2014-12-10 02:53:09","2016-07-20 00:01:29"
"52","_NA_","31","0","Kroger","_NA_","3618 Highway 138, Se","_NA_","Stockbridge","_NA_","GA","30281","US","","_NA_","0","1","33.550300598","-84.27140045","1","2016-03-30 15:37:57","2016-07-20 00:01:29"
"53","_NA_","31","0","Kroger","_NA_","4002 Highway 78 W","_NA_","Snellville","_NA_","GA","30039","US","_NA_","_NA_","0","0","33.83649826","-84.06809998","1","2014-12-10 02:53:10","2016-07-20 00:01:29"
"54","_NA_","31","0","Kroger","_NA_","8059 Tara Blvd","_NA_","Jonesboro","_NA_","GA","30236","US","_NA_","_NA_","0","0","33.534099579","-84.36640167","1","2014-12-10 02:53:11","2016-07-20 00:01:29"
"55","_NA_","31","0","Kroger","_NA_","2100 Riverside Pkwy","_NA_","Lawrenceville","_NA_","GA","30043","US","_NA_","_NA_","0","0","33.966499329","-84.03369904","1","2014-12-10 02:53:11","2016-07-20 00:01:29"
"56","_NA_","31","0","Kroger","_NA_","2385 Wesley Chapel Rd","_NA_","Decatur","_NA_","GA","30035","US","_NA_","_NA_","0","0","33.718399048","-84.21749878","1","2014-12-10 02:53:11","2016-07-20 00:01:29"
"57","_NA_","31","0","Kroger","_NA_","630 Thornton Rd","_NA_","Lithia Springs","_NA_","GA","30122","US","_NA_","_NA_","0","0","33.789798737","-84.62020111","1","2014-12-10 02:53:12","2016-07-20 00:01:29"
"58","_NA_","31","0","Kroger","_NA_","220 Tom Hill Sr Blvd","_NA_","Macon","_NA_","GA","31210","US","378","_NA_","0","1","32.898899078","-83.69139862","1","2015-04-09 21:40:47","2016-07-20 00:01:29"
"59","_NA_","31","0","Kroger","_NA_","3455 Peachtree Industrial","_NA_","Duluth","_NA_","GA","30096","US","_NA_","_NA_","0","0","34.00630188","-84.17089844","1","2014-12-10 02:53:12","2016-07-20 00:01:29"
"60","_NA_","31","0","Kroger","_NA_","564 Crosstown Dr","_NA_","Peachtree City","_NA_","GA","30269","US","_NA_","_NA_","0","0","33.376899719","-84.56469727","1","2014-12-10 02:53:13","2016-07-20 00:01:29"
"61","_NA_","31","0","Kroger","_NA_","6050 Singleton Rd","_NA_","Norcross","_NA_","GA","30093","US","","_NA_","0","1","33.903400421","-84.19979858","1","2016-03-31 20:18:19","2016-07-20 00:01:29"
"62","_NA_","31","0","Kroger","_NA_","10945 State Bridge Rd","_NA_","Alpharetta","_NA_","GA","30022","US","","_NA_","0","1","34.049499512","-84.22280121","1","2016-03-20 19:47:00","2016-07-20 00:01:29"
"63","_NA_","31","0","Kroger","_NA_","8501 Hospital Dr","_NA_","Douglasville","_NA_","GA","30134","US","_NA_","_NA_","0","0","33.749298096","-84.73239899","1","2014-12-10 02:53:15","2016-07-20 00:01:29"
"64","_NA_","31","0","Kroger","_NA_","136 W Belmont Dr","_NA_","Calhoun","_NA_","GA","30701","US","393","_NA_","0","1","34.478099823","-84.93759918","1","2015-04-10 01:33:24","2016-07-20 00:01:29"
"65","_NA_","31","0","Kroger","_NA_","3050 Five Forks Trickum R","_NA_","Lilburn","_NA_","GA","30047","US","_NA_","_NA_","0","0","33.884601593","-84.05999756","1","2014-12-10 02:53:15","2016-07-20 00:01:29"
"66","_NA_","31","0","Kroger","_NA_","3330 Cobb Pkwy, Nw, Suite","_NA_","Acworth","_NA_","GA","30101","US","_NA_","_NA_","0","0","34.036201477","-84.67690277","1","2014-12-10 02:53:15","2016-07-20 00:01:29"
"67","_NA_","31","0","Kroger","_NA_","100 Spalding Village","_NA_","Griffin","_NA_","GA","30223","US","_NA_","_NA_","0","0","33.24779892","-84.24700165","1","2014-12-10 02:53:16","2016-07-20 00:01:29"
"68","_NA_","31","0","Kroger","_NA_","4321 Hartley Bridge Rd","_NA_","Macon","_NA_","GA","31216","US","_NA_","_NA_","0","0","32.74489975","-83.71360016","1","2014-12-10 02:53:16","2016-07-20 00:01:29"
"69","_NA_","31","0","Kroger","_NA_","4045 Marietta Hwy","_NA_","Canton","_NA_","GA","30114","US","_NA_","_NA_","0","0","34.193099976","-84.50759888","1","2014-12-10 02:53:16","2016-07-20 00:01:29"
"70","_NA_","31","0","Kroger","_NA_","14010 Abercorn St","_NA_","Savannah","_NA_","GA","31419","US","","_NA_","0","1","31.97990036","-81.1713028","1","2016-04-09 15:45:25","2016-07-20 00:01:29"
"71","_NA_","31","0","Kroger","_NA_","301 Jonesboro Road","_NA_","Mcdonough","_NA_","GA","30253","US","","_NA_","0","1","33.452800751","-84.1697998","1","2016-03-30 14:34:18","2016-07-20 00:01:29"
"72","_NA_","31","0","Kroger","_NA_","1367 Sam Nunn Blvd","_NA_","Perry","_NA_","GA","31069","US","_NA_","_NA_","0","0","32.467399597","-83.74140167","1","2014-12-10 02:53:18","2016-07-20 00:01:29"
"73","_NA_","31","0","Kroger","_NA_","8020 Cumming Hwy","_NA_","Canton","_NA_","GA","30115","US","_NA_","_NA_","0","0","34.252998352","-84.35829926","1","2014-12-10 02:53:19","2016-07-20 00:01:29"
"74","_NA_","31","0","Kroger","_NA_","817 St. Andrews Road","_NA_","Columbia","_NA_","SC","29210","US","","_NA_","0","1","34.046901703","-81.1155014","1","2015-04-03 14:51:39","2016-07-20 00:01:29"
"75","_NA_","31","0","Kroger","_NA_","400 Pio Nono Ave","_NA_","Macon","_NA_","GA","31204","US","_NA_","_NA_","0","0","32.842300415","-83.6595993","1","2014-12-10 02:53:19","2016-07-20 00:01:29"
"76","_NA_","31","0","Kroger","_NA_","4628 Presidential Pkwy","_NA_","Macon","_NA_","GA","31206","US","_NA_","_NA_","0","0","32.819000244","-83.71099854","1","2014-12-10 02:53:20","2016-07-20 00:01:29"
"77","_NA_","31","0","Kroger","_NA_","590 Cascade Ave Sw","_NA_","Atlanta","_NA_","GA","30310","US","_NA_","_NA_","0","0","33.737998962","-84.43299866","1","2014-12-10 02:53:20","2016-07-20 00:01:29"
"78","_NA_","31","0","Kroger","_NA_","10375 Tara Blvd","_NA_","Jonesboro","_NA_","GA","30236","US","_NA_","_NA_","0","0","33.472198486","-84.33850098","1","2014-12-10 02:53:21","2016-07-20 00:01:29"
"79","_NA_","31","0","Kroger","_NA_","4355 WA Rd","_NA_","Evans","_NA_","GA","30809","US","_NA_","_NA_","0","0","33.533699036","-82.13069916","1","2014-12-10 02:53:21","2016-07-20 00:01:29"
"80","_NA_","31","0","Kroger","_NA_","12460 Crabapple Rd","_NA_","Alpharetta","_NA_","GA","30004","US","","_NA_","0","1","34.085201263","-84.35720062","1","2016-03-20 15:41:49","2016-07-20 00:01:29"
"81","_NA_","31","0","Kroger","_NA_","7380 Spout Springs Rd","_NA_","Flowery Branch","_NA_","GA","30542","US","_NA_","_NA_","0","0","34.107498169","-83.8757019","1","2014-12-10 02:53:22","2016-07-20 00:01:29"
"82","_NA_","31","0","Kroger","_NA_","311 E Gwinnett St","_NA_","Savannah","_NA_","GA","31401","US","_NA_","_NA_","0","0","32.065898895","-81.09269714","1","2014-12-10 02:53:23","2016-07-20 00:01:29"
"83","_NA_","31","0","Kroger","_NA_","12050 Highway 92 Ste 112","_NA_","Woodstock","_NA_","GA","30188","US","_NA_","_NA_","0","0","34.08649826","-84.48590088","1","2014-12-10 02:53:24","2016-07-20 00:01:29"
"84","_NA_","31","0","Kroger","_NA_","3150 Highway 34 E","_NA_","Newnan","_NA_","GA","30265","US","_NA_","_NA_","0","0","33.409301758","-84.68009949","1","2014-12-10 02:53:24","2016-07-20 00:01:29"
"85","_NA_","31","0","Kroger","_NA_","1101 N Peachtree Pkwy","_NA_","Peachtree City","_NA_","GA","30269","US","_NA_","_NA_","0","0","33.440700531","-84.59059906","1","2014-12-10 02:53:24","2016-07-20 00:01:29"
"86","_NA_","31","0","Kroger","_NA_","5633 Ga Highway 21 S","_NA_","Rincon","_NA_","GA","31326","US","","_NA_","0","1","32.264499664","-81.22000122","1","2016-04-10 15:42:42","2016-07-20 00:01:29"
"87","_NA_","31","0","Kroger","_NA_","1475 Buford Dr","_NA_","Lawrenceville","_NA_","GA","30043","US","_NA_","_NA_","0","0","34.00510025","-83.98609924","1","2014-12-10 02:53:25","2016-07-20 00:01:29"
"88","_NA_","31","0","Kroger","_NA_","5928 Zebulon Rd","_NA_","Macon","_NA_","GA","31210","US","_NA_","_NA_","0","0","32.878200531","-83.7602005","1","2014-12-10 02:53:25","2016-07-20 00:01:29"
"89","_NA_","31","0","Kroger","_NA_","400 Peachtree Industrial","_NA_","Suwanee","_NA_","GA","30024","US","","_NA_","0","1","34.063899994","-84.0727005","1","2016-03-31 21:12:36","2016-07-20 00:01:29"
"90","_NA_","31","0","Kroger","_NA_","101 Fairview Rd","_NA_","Ellenwood","_NA_","GA","30294","US","_NA_","_NA_","0","0","33.619300842","-84.2390976","1","2014-12-10 02:53:26","2016-07-20 00:01:29"
"91","_NA_","31","0","Kroger","_NA_","191 Alps Rd","_NA_","Athens","_NA_","GA","30606","US","_NA_","_NA_","0","0","33.946098328","-83.40670013","1","2014-12-10 02:53:26","2016-07-20 00:01:29"
"92","_NA_","31","0","Kroger","_NA_","730 N Main St","_NA_","Cedartown","_NA_","GA","30125","US","_NA_","_NA_","0","0","34.024898529","-85.24859619","1","2014-12-10 02:53:27","2016-07-20 00:01:29"
"93","_NA_","31","0","Kroger","_NA_","5339 Old Highway 5","_NA_","Woodstock","_NA_","GA","30188","US","_NA_","_NA_","0","0","34.141399384","-84.50379944","1","2014-12-10 02:53:28","2016-07-20 00:01:29"
"94","_NA_","31","0","Kroger","_NA_","570 E Crossville Rd","_NA_","Roswell","_NA_","GA","30075","US","_NA_","_NA_","0","0","34.04019928","-84.34549713","1","2014-12-10 02:53:28","2016-07-20 00:01:29"
"95","_NA_","31","0","Kroger","_NA_","2325 Bethelview Rd","_NA_","Cumming","_NA_","GA","30040","US","_NA_","_NA_","0","0","34.238399506","-84.19319916","1","2014-12-10 02:53:28","2016-07-20 00:01:29"
"96","_NA_","31","0","Kroger","_NA_","5900 East Lake Pkwy","_NA_","Mcdonough","_NA_","GA","30253","US","_NA_","_NA_","0","0","33.506401062","-84.14320374","1","2014-12-10 02:53:29","2016-07-20 00:01:29"
"97","_NA_","31","0","Kroger","_NA_","3651 Peachtree Pkwy","_NA_","Suwanee","_NA_","GA","30024","US","_NA_","_NA_","0","0","34.069400787","-84.165802","1","2014-12-10 02:53:29","2016-07-20 00:01:29"
"98","_NA_","31","0","Kroger","_NA_","1720 Epps Bridge Pkwy","_NA_","Athens","_NA_","GA","30606","US","_NA_","_NA_","0","0","33.913398743","-83.4464035","1","2014-12-10 02:53:29","2016-07-20 00:01:29"
"99","_NA_","31","0","Kroger","_NA_","5341 Highway 20 S","_NA_","Covington","_NA_","GA","30016","US","_NA_","_NA_","0","0","33.549198151","-84.01529694","1","2014-12-10 02:53:30","2016-07-20 00:01:29"
"100","_NA_","31","0","Kroger","_NA_","3630 Thompson Bridge Rd","_NA_","Gainesville","_NA_","GA","30506","US","_NA_","_NA_","0","0","34.373600006","-83.86979675","1","2014-12-10 02:53:30","2016-07-20 00:01:29"
"101","_NA_","31","0","Kroger","_NA_","4155 Lawrenceville Hwy Nw","_NA_","Lilburn","_NA_","GA","30047","US","_NA_","_NA_","0","0","33.904800415","-84.12110138","1","2014-12-10 02:53:30","2016-07-20 00:01:29"
"102","_NA_","31","0","Kroger","_NA_","1606 Memorial Dr","_NA_","Waycross","_NA_","GA","31501","US","439","_NA_","0","1","31.207099915","-82.33899689","1","2015-04-09 17:25:14","2016-07-20 00:01:29"
"103","_NA_","31","0","Kroger","_NA_","950 Herrington Rd","_NA_","Lawrenceville","_NA_","GA","30044","US","_NA_","_NA_","0","0","33.94039917","-84.08309937","1","2014-12-10 02:53:32","2016-07-20 00:01:29"
"104","_NA_","31","0","Kroger","_NA_","2300 Holcomb Bridge Rd","_NA_","Roswell","_NA_","GA","30076","US","_NA_","_NA_","0","0","34.006599426","-84.29440308","1","2014-12-10 02:53:32","2016-07-20 00:01:29"
"105","_NA_","31","0","Kroger","_NA_","1720 Mars Hill Rd Nw","_NA_","Acworth","_NA_","GA","30101","US","_NA_","_NA_","0","0","33.996498108","-84.70600128","1","2014-12-10 02:53:32","2016-07-20 00:01:29"
"106","_NA_","31","0","Kroger","_NA_","910 Athens Hwy","_NA_","Loganville","_NA_","GA","30052","US","_NA_","_NA_","0","0","33.859401703","-83.95459747","1","2014-12-10 02:53:33","2016-07-20 00:01:29"
"107","_NA_","31","0","Kroger","_NA_","5665 Atlanta Hwy","_NA_","Alpharetta","_NA_","GA","30004","US","_NA_","_NA_","0","0","34.145000458","-84.25090027","1","2014-12-10 02:53:33","2016-07-20 00:01:29"
"108","_NA_","31","0","Kroger","_NA_","6678 Covington Hwy","_NA_","Lithonia","_NA_","GA","30058","US","_NA_","_NA_","0","0","33.718299866","-84.14450073","1","2014-12-10 02:53:34","2016-07-20 00:01:29"
"109","_NA_","31","0","Kroger","_NA_","3895 Cherokee St Nw","_NA_","Kennesaw","_NA_","GA","30144","US","446","_NA_","0","1","34.049301147","-84.60220337","1","2015-04-10 00:16:11","2016-07-20 00:01:29"
"110","_NA_","31","0","Kroger","_NA_","965 N Hairston Rd","_NA_","Stone Mountain","_NA_","GA","30083","US","_NA_","_NA_","0","0","33.805000305","-84.19139862","1","2014-12-10 02:53:34","2016-07-20 00:01:29"
"111","_NA_","31","0","Kroger","_NA_","10136 Two Notch Rd","_NA_","Columbia","_NA_","SC","29229","US","_NA_","_NA_","0","0","34.117099762","-80.88150024","1","2014-12-10 02:53:34","2016-07-20 00:01:29"
"112","_NA_","31","0","Kroger","_NA_","1227 Rockbridge Rd","_NA_","Stone Mountain","_NA_","GA","30087","US","_NA_","_NA_","0","0","33.841201782","-84.13300323","1","2014-12-10 02:53:36","2016-07-20 00:01:29"
"113","_NA_","31","0","Kroger","_NA_","4715 S Atlanta Road","_NA_","Smyrna","_NA_","GA","30080","US","_NA_","_NA_","0","0","33.838798523","-84.48179626","1","2014-12-10 02:53:36","2016-07-20 00:01:29"
"114","_NA_","31","0","Kroger","_NA_","4150 Macland Rd","_NA_","Powder Springs","_NA_","GA","30127","US","_NA_","_NA_","0","0","33.903400421","-84.67459869","1","2014-12-10 02:53:37","2016-07-20 00:01:29"
"115","_NA_","31","0","Kroger","_NA_","2100 Roswell Rd Ste 2140","_NA_","Marietta","_NA_","GA","30062","US","_NA_","_NA_","0","0","33.967498779","-84.4878006","1","2014-12-10 02:53:37","2016-07-20 00:01:29"
"116","_NA_","31","0","Kroger","_NA_","1000 Whitlock Ave Nw","_NA_","Marietta","_NA_","GA","30064","US","_NA_","_NA_","0","0","33.953300476","-84.58129883","1","2014-12-10 02:53:37","2016-07-20 00:01:29"
"117","_NA_","31","0","Kroger","_NA_","4400 Brownsville Rd","_NA_","Powder Springs","_NA_","GA","30127","US","_NA_","_NA_","0","0","33.846599579","-84.69909668","1","2014-12-10 02:53:37","2016-07-20 00:01:29"
"118","_NA_","31","0","Kroger","_NA_","2700 Braselton Hwy","_NA_","Dacula","_NA_","GA","30019","US","_NA_","_NA_","0","0","34.051498413","-83.93019867","1","2014-12-10 02:53:38","2016-07-20 00:01:29"
"119","_NA_","31","0","Kroger","_NA_","1365 W Walnut Ave","_NA_","Dalton","_NA_","GA","30720","US","458","_NA_","0","1","34.758800507","-84.99449921","1","2015-04-10 02:09:42","2016-07-20 00:01:29"
"120","_NA_","31","0","Kroger","_NA_","2875 N Decatur Rd","_NA_","Decatur","_NA_","GA","30033","US","","_NA_","0","1","33.792198181","-84.27339935","1","2016-03-12 16:39:27","2016-07-20 00:01:29"
"121","_NA_","31","0","Kroger","_NA_","7 Diamond Cswy","_NA_","Savannah","_NA_","GA","31406","US","","_NA_","0","1","31.956800461","-81.09809875","1","2016-04-08 15:32:48","2016-07-20 00:01:29"
"122","_NA_","31","0","Kroger","_NA_","1225 Caroline St Ne","_NA_","Atlanta","_NA_","GA","30307","US","","_NA_","0","2","33.756099701","-84.34799957","1","2016-03-30 16:58:22","2016-07-20 00:01:29"
